2 1304 369
10908 6219 9144 99180 4744
regional : 651289, -1050, -35702, 66.88, 154800, 1
regional : 290112, -4424, -32044, 73.26, 138400, 2
regional : 365652, 2722, -24572, 107.36, 176200, 1
regional : 294353, 6106, -22934, 105.16, 176800, 1
regional : 329827, 7051, -22121, 91.41, 192800, 2
regional : 220503, 5403, -24002, 92.51, 115600, 1
regional : 329622, 8329, -22698, 104.17, 134200, 1
regional : 515935, 12112, -8033, 69.3, 182800, 1
regional : 573890, 10377, -12270, 75.35, 178200, 2
regional : 781900, 10206, -8736, 87.78, 175200, 2
regional : 782403, 1891, -1468, 75.02, 118200, 1
regional : 192324, 5195, 1011, 74.69, 122600, 1
regional : 669225, -364, -1681, 94.27, 197200, 2
regional : 276638, 6099, -126, 85.03, 192600, 1
regional : 198650, 1212, 11075, 98.89, 127600, 2
regional : 378652, 104, 9230, 94.6, 146800, 1
regional : 212006, 4858, 7850, 95.48, 147800, 2
regional : 613370, 4238, 9061, 69.3, 137000, 1
regional : 115704, -2706, 21131, 86.57, 108600, 2
regional : 220550, -429, 23454, 74.91, 191600, 1
regional : 786751, -3057, 19707, 90.75, 105200, 1
regional : 420328, 11628, 19207, 82.17, 153800, 2
regional : 741693, 19281, 12662, 89.21, 122400, 1
regional : 702515, 18381, 13873, 88.0, 103000, 2
regional : 409353, 15492, 10048, 87.89, 127600, 1
regional : 234677, 19507, 9260, 77.99, 176800, 2
regional : 128901, 28245, -4121, 69.74, 158400, 2
regional : 113722, 28524, -1426, 105.38, 160400, 1
regional : 660214, 27164, -12506, 86.02, 130400, 1
regional : 332261, 27739, -13644, 96.03, 189600, 1
