12 136 2176
10494 5742 11466 103320 5496
hub : 417311, -1677, -10747, 49.83, 216000, 3
regional : 679512, 17637, 828, 67.1, 180200, 2
regional : 570866, 23110, -2061, 89.98, 102800, 1
regional : 880664, 38311, 2551, 79.75, 167400, 2
regional : 880559, 34052, 2974, 103.4, 168000, 2
regional : 581972, 36276, 4767, 83.93, 172400, 2
regional : 796921, 36031, 1175, 68.97, 186600, 1
regional : 409259, 27138, 11314, 104.72, 182800, 1
regional : 735180, 29699, 11273, 67.43, 106200, 2
regional : 303556, 28130, 12101, 96.25, 190600, 1
regional : 826564, 19276, 15883, 90.53, 145600, 1
regional : 202468, 23688, 14796, 72.82, 120600, 1
regional : 558844, 17288, 16145, 96.25, 139600, 1
regional : 644788, 8132, 8494, 85.36, 151800, 1
regional : 620506, 17599, 27154, 83.38, 150000, 1
regional : 331638, 16209, 25199, 101.86, 176200, 2
regional : 212170, 16340, 22874, 106.59, 122600, 1
regional : 540571, 14062, 26543, 86.02, 122600, 2
regional : 700806, 7777, 28286, 90.09, 118200, 2
regional : 515579, 8089, 26513, 92.95, 125800, 1
regional : 373931, 6402, 23723, 102.85, 113200, 1
regional : 556794, 7337, 24206, 80.3, 142200, 1
regional : 615264, 8281, 22168, 102.85, 134000, 1
regional : 855137, 34, 15576, 80.41, 103200, 2
regional : 128772, -3308, 17787, 94.6, 192400, 2
regional : 687871, -566, 12480, 71.28, 187200, 1
regional : 128322, -3073, 15292, 94.05, 111000, 1
regional : 492523, 966, 14860, 100.87, 124600, 1
regional : 268008, -4688, 3149, 76.12, 133400, 1
regional : 988401, -4822, 118, 101.97, 120400, 1
regional : 800193, -2433, 2684, 68.42, 175800, 2
regional : 988227, 262, 5006, 70.07, 169200, 1
regional : 424251, 1705, 8069, 101.53, 146000, 2
regional : 658490, 14604, 4677, 109.78, 103400, 1
regional : 998295, 15419, 6198, 87.01, 123400, 1
regional : 792727, 9315, 2571, 74.25, 165200, 2
regional : 923100, 5838, 4419, 95.7, 145800, 2
regional : 179481, -9670, -1497, 79.31, 176800, 2
regional : 566299, -1882, -5862, 96.25, 187000, 2
regional : 136689, -344, -6747, 109.78, 181000, 2
regional : 165225, 137, -4137, 77.44, 172600, 1
regional : 663282, -9617, 10832, 85.69, 116600, 2
regional : 186070, -8793, 12877, 71.61, 157400, 2
regional : 734081, -11960, 10933, 105.71, 102200, 2
regional : 786427, -10903, 12343, 66.44, 141000, 1
regional : 683753, -8440, 7576, 99.22, 119200, 2
regional : 171882, -22509, 14400, 95.26, 124000, 1
regional : 889618, -23367, 18890, 108.9, 140600, 1
regional : 531699, -28244, 17410, 107.47, 166600, 1
regional : 968486, -24865, 15359, 103.07, 111200, 1
regional : 294142, -24397, 2851, 94.82, 134600, 1
regional : 895742, -22797, 4671, 71.61, 102600, 2
regional : 646844, -22452, 2704, 68.64, 119800, 2
economy : 1485909773, 174, 0, [772123, 381962]
economy : 9507611613, 167, 1, [863529, 960061]
economy : 1696218947, 141, 2, [960061, 938227]
economy : 6635335160, 133, 1, [863529, 772123]
business : 8750097130, 120, 2, [938227, 381962]
business : 8814224932, 177, 9, [842825, 772123]
economy : 5818603658, 44, 9, [960061, 186761]
economy : 6523642029, 109, 5, [418344, 534387]
economy : 5355135472, 143, 4, [842825, 374270]
economy : 7360885870, 135, 1, [842825, 863529]
economy : 3126079975, 88, 9, [417311, 418344]
economy : 3980731113, 132, 4, [418344, 960061]
economy : 4157833876, 160, 2, [534387, 960061]
economy : 8019889699, 200, 1, [418344, 186761]
economy : 5699154113, 173, 5, [838640, 761672]
economy : 5813270240, 40, 0, [186761, 534387]
economy : 5756716277, 151, 2, [374270, 838640]
economy : 2540280743, 177, 2, [863529, 938227]
economy : 5481573754, 99, 9, [842825, 418344]
business : 6635942503, 73, 1, [960061, 761672]
economy : 8376338166, 146, 0, [534387, 938227]
business : 5510178786, 161, 2, [374270, 761672]
economy : 7332667619, 57, 0, [381962, 842825]
economy : 3422354334, 133, 1, [772123, 374270]
economy : 7426150454, 177, 4, [938227, 534387]
business : 6373551934, 155, 1, [417311, 381962]
business : 6380086395, 118, 7, [417311, 938227]
economy : 7201624754, 153, 2, [534387, 863529]
business : 7641993685, 102, 2, [418344, 761672]
economy : 7920253251, 148, 1, [960061, 417311]
business : 1393852006, 78, 2, [842825, 761672]
economy : 7140206701, 117, 4, [761672, 417311]
economy : 8138485094, 154, 8, [863529, 838640]
economy : 6805261878, 200, 1, [938227, 960061]
business : 9775950896, 183, 1, [534387, 863529]
economy : 8931861380, 129, 9, [772123, 863529]
economy : 4834783715, 133, 1, [842825, 960061]
economy : 7566157424, 143, 3, [838640, 960061]
economy : 9407854743, 90, 2, [938227, 186761]
business : 1875978687, 168, 1, [960061, 863529]
economy : 4453798047, 43, 2, [374270, 772123]
business : 7531212441, 168, 6, [186761, 960061]
business : 2916051313, 46, 1, [374270, 417311]
economy : 4800402974, 86, 2, [863529, 772123]
business : 2571760647, 132, 8, [418344, 374270]
economy : 4152495954, 144, 2, [417311, 761672]
economy : 1475948789, 76, 7, [960061, 186761]
business : 4952127603, 133, 1, [381962, 772123]
economy : 8848124360, 152, 3, [418344, 772123]
economy : 6721003627, 124, 1, [417311, 418344]
business : 6360155052, 122, 2, [186761, 534387]
economy : 5618526965, 103, 3, [960061, 534387]
economy : 5471777090, 43, 2, [838640, 381962]
business : 1452836300, 91, 1, [838640, 938227]
economy : 1332990761, 78, 3, [418344, 960061]
economy : 2533370283, 73, 2, [374270, 863529]
business : 8093284231, 162, 2, [838640, 960061]
business : 2848466307, 86, 7, [374270, 960061]
economy : 1144426419, 89, 1, [960061, 418344]
economy : 2097858369, 143, 3, [417311, 863529]
business : 4957249987, 109, 1, [186761, 938227]
economy : 9009772953, 69, 1, [417311, 186761]
economy : 8679265523, 141, 2, [838640, 772123]
economy : 9658378344, 181, 6, [534387, 761672]
business : 2123635310, 95, 1, [534387, 863529]
economy : 3981383151, 84, 1, [863529, 960061]
economy : 1988631116, 84, 1, [761672, 374270]
economy : 7613475658, 166, 6, [761672, 842825]
economy : 2055870645, 172, 1, [838640, 417311]
economy : 3810760761, 119, 1, [186761, 838640]
business : 6075997863, 168, 2, [842825, 938227]
economy : 7076243425, 178, 1, [374270, 772123]
business : 1518857039, 109, 2, [842825, 960061]
business : 5860508305, 48, 1, [374270, 761672]
economy : 4262424822, 128, 0, [772123, 417311]
economy : 4200276928, 139, 2, [418344, 417311]
business : 2395552049, 117, 4, [417311, 534387]
business : 7294503774, 57, 1, [761672, 417311]
business : 7929176341, 56, 1, [374270, 863529]
economy : 2196979360, 170, 1, [374270, 761672]
economy : 6253169827, 43, 1, [374270, 417311]
economy : 4899427356, 123, 1, [417311, 838640]
economy : 4030268426, 139, 1, [418344, 863529]
first : 9963966135, 92, 3, [761672, 418344]
economy : 9325333529, 100, 7, [772123, 761672]
economy : 8222232601, 174, 3, [534387, 772123]
economy : 9435369789, 80, 5, [863529, 534387]
business : 2283779412, 115, 2, [960061, 417311]
business : 6444662386, 106, 1, [842825, 186761]
economy : 5276311118, 178, 0, [938227, 418344]
economy : 8571157782, 153, 7, [938227, 838640]
economy : 7019902064, 92, 2, [938227, 960061]
economy : 4335213120, 166, 0, [417311, 938227]
economy : 1902390159, 186, 1, [417311, 374270]
economy : 8069237355, 125, 1, [186761, 863529]
economy : 3499719162, 57, 2, [761672, 838640]
economy : 9665156706, 81, 1, [418344, 960061]
economy : 6974960109, 182, 2, [838640, 374270]
economy : 9204983937, 141, 0, [960061, 381962]
economy : 6974312600, 167, 0, [938227, 761672]
business : 9868610010, 180, 2, [842825, 381962]
economy : 7042552438, 163, 1, [863529, 374270]
economy : 4337602418, 97, 2, [863529, 960061]
economy : 9055922917, 115, 2, [186761, 938227]
economy : 6251990549, 142, 1, [417311, 772123]
economy : 6264479258, 159, 2, [186761, 842825]
economy : 4984257281, 98, 2, [418344, 534387]
economy : 3330063815, 97, 0, [761672, 960061]
economy : 2927018408, 100, 4, [381962, 186761]
economy : 3934329957, 172, 2, [772123, 938227]
economy : 2323233299, 70, 6, [838640, 960061]
economy : 4621050174, 131, 3, [381962, 186761]
economy : 2586473304, 59, 1, [838640, 381962]
business : 8327584494, 89, 3, [960061, 772123]
business : 3144326511, 67, 2, [772123, 960061]
business : 2431962227, 103, 10, [186761, 417311]
economy : 8217850038, 198, 2, [418344, 938227]
economy : 5586342558, 81, 0, [838640, 374270]
economy : 3447877116, 72, 3, [418344, 186761]
economy : 9174557834, 143, 3, [938227, 534387]
economy : 5034086428, 141, 1, [938227, 417311]
business : 1726773898, 130, 9, [418344, 838640]
economy : 7538073919, 56, 2, [772123, 863529]
economy : 2422151165, 61, 0, [381962, 863529]
economy : 6953791894, 72, 0, [534387, 417311]
business : 6255111920, 143, 3, [186761, 761672]
economy : 7276348887, 96, 2, [842825, 186761]
economy : 3883456610, 118, 1, [938227, 838640]
economy : 3355121931, 81, 2, [381962, 534387]
business : 3554771635, 86, 0, [960061, 418344]
business : 9719143727, 174, 2, [417311, 960061]
first : 9955733567, 124, 1, [381962, 842825]
economy : 5398207950, 86, 2, [374270, 381962]
business : 7193729404, 97, 3, [761672, 838640]
economy : 9248623882, 131, 3, [418344, 186761]
business : 4058080382, 101, 1, [838640, 772123]
economy : 5492906137, 122, 4, [417311, 938227]
economy : 9067796401, 121, 4, [381962, 838640]
economy : 7190865507, 177, 1, [838640, 960061]
economy : 1271973774, 194, 1, [938227, 838640]
economy : 6380420084, 154, 2, [417311, 186761]
economy : 5740250503, 69, 2, [772123, 838640]
business : 4864090569, 169, 0, [534387, 772123]
economy : 7398198585, 111, 7, [418344, 838640]
economy : 5639114993, 185, 2, [838640, 772123]
business : 8584235573, 171, 1, [186761, 838640]
economy : 4046987367, 76, 4, [186761, 418344]
economy : 8586270697, 137, 1, [772123, 534387]
economy : 4378013823, 148, 2, [417311, 761672]
business : 2315224977, 90, 0, [534387, 938227]
economy : 6067742445, 45, 5, [838640, 418344]
economy : 7296090639, 197, 0, [534387, 772123]
economy : 1263244786, 109, 1, [417311, 938227]
economy : 6759463844, 145, 6, [374270, 417311]
economy : 5593693581, 99, 10, [938227, 960061]
economy : 7068040029, 92, 0, [374270, 772123]
economy : 5392317472, 93, 3, [761672, 772123]
economy : 9451584493, 147, 4, [960061, 863529]
economy : 4766230731, 125, 6, [863529, 418344]
economy : 7358068312, 84, 2, [374270, 838640]
economy : 3771716403, 178, 1, [938227, 838640]
business : 5059057807, 143, 2, [772123, 417311]
business : 1934057031, 102, 7, [938227, 186761]
economy : 5317858103, 68, 4, [842825, 838640]
business : 5332102645, 134, 1, [863529, 838640]
economy : 8246540508, 79, 5, [374270, 960061]
economy : 5498150768, 154, 2, [938227, 417311]
economy : 2756272001, 119, 2, [534387, 960061]
business : 9032696192, 88, 3, [938227, 418344]
economy : 7311095890, 41, 1, [838640, 938227]
economy : 5653116326, 131, 2, [960061, 186761]
business : 3294065704, 116, 1, [761672, 960061]
economy : 6441528697, 123, 1, [186761, 374270]
business : 1290299012, 163, 1, [772123, 417311]
economy : 1090421637, 133, 1, [772123, 186761]
business : 7613392306, 187, 0, [772123, 374270]
economy : 8525523635, 158, 0, [381962, 186761]
economy : 5844713417, 73, 2, [772123, 842825]
economy : 9181864851, 72, 1, [938227, 863529]
economy : 8365139993, 198, 2, [761672, 772123]
economy : 9194769668, 106, 1, [381962, 938227]
economy : 7328458615, 73, 3, [374270, 186761]
economy : 9892354749, 115, 0, [863529, 838640]
economy : 3619161953, 197, 1, [374270, 842825]
economy : 8362349184, 162, 0, [374270, 761672]
economy : 2048400256, 109, 1, [381962, 772123]
economy : 6753645209, 84, 1, [418344, 863529]
economy : 5007213768, 155, 2, [417311, 186761]
economy : 1808061618, 48, 1, [417311, 186761]
economy : 6958871283, 121, 3, [374270, 772123]
economy : 3183491768, 79, 4, [863529, 960061]
business : 2003437060, 82, 2, [772123, 960061]
economy : 8326247732, 200, 0, [186761, 761672]
economy : 5519998181, 52, 5, [186761, 374270]
economy : 7742720040, 68, 3, [381962, 772123]
economy : 2708629471, 190, 3, [863529, 761672]
business : 2473040475, 142, 0, [186761, 838640]
business : 6098271648, 199, 1, [418344, 863529]
economy : 8519894434, 116, 0, [772123, 417311]
economy : 4611282204, 181, 6, [381962, 186761]
economy : 5939924355, 56, 1, [838640, 417311]
business : 4019469497, 64, 10, [418344, 381962]
business : 6882830597, 67, 5, [374270, 534387]
economy : 7559964195, 90, 2, [534387, 772123]
economy : 1075399461, 64, 3, [418344, 772123]
business : 9829375869, 47, 2, [863529, 534387]
business : 7181480674, 152, 1, [534387, 374270]
economy : 2374680270, 49, 3, [418344, 960061]
economy : 3820375330, 87, 1, [374270, 186761]
business : 1665050119, 126, 1, [960061, 417311]
business : 7100287949, 192, 1, [838640, 938227]
economy : 9766991350, 41, 2, [863529, 838640]
economy : 2122716518, 197, 1, [417311, 374270]
economy : 6882603942, 188, 3, [960061, 374270]
business : 1002650880, 90, 1, [938227, 534387]
business : 3165375404, 86, 6, [417311, 374270]
economy : 6638074131, 136, 4, [374270, 381962]
business : 6882817497, 100, 2, [842825, 761672]
economy : 4190945812, 44, 9, [838640, 534387]
economy : 5328582803, 77, 8, [418344, 381962]
economy : 6878241755, 98, 0, [534387, 842825]
economy : 7947750065, 178, 0, [772123, 761672]
economy : 1012611571, 164, 3, [938227, 838640]
economy : 5529350671, 124, 2, [418344, 938227]
economy : 1407247336, 77, 2, [772123, 842825]
economy : 1928048073, 145, 0, [938227, 534387]
economy : 5456634014, 52, 1, [186761, 534387]
economy : 8392685183, 94, 0, [960061, 534387]
business : 3511579559, 171, 0, [838640, 374270]
business : 5472572873, 156, 4, [938227, 534387]
business : 1225838011, 86, 1, [838640, 381962]
economy : 1308857226, 150, 2, [842825, 838640]
economy : 7451625782, 183, 0, [418344, 842825]
economy : 3944900562, 58, 0, [838640, 381962]
economy : 7233504968, 112, 0, [186761, 838640]
economy : 8391515915, 78, 1, [938227, 838640]
economy : 6280826993, 77, 2, [842825, 534387]
economy : 9072768375, 61, 1, [960061, 772123]
economy : 7611106909, 117, 6, [842825, 374270]
business : 5823619859, 106, 2, [534387, 772123]
economy : 1821227099, 76, 4, [842825, 381962]
business : 5618466286, 116, 2, [838640, 418344]
economy : 8759066893, 105, 4, [863529, 417311]
business : 8864248817, 200, 1, [938227, 772123]
economy : 2121330071, 112, 2, [960061, 381962]
business : 7052191566, 168, 2, [842825, 417311]
economy : 4127869023, 85, 3, [772123, 842825]
economy : 9339360537, 109, 0, [772123, 960061]
economy : 3381396828, 134, 0, [772123, 381962]
business : 5506969636, 99, 0, [938227, 772123]
economy : 1515039346, 84, 0, [418344, 186761]
economy : 1591668691, 99, 10, [186761, 772123]
business : 5668485702, 92, 9, [374270, 418344]
business : 3874863865, 186, 1, [842825, 772123]
economy : 4102851355, 50, 1, [772123, 534387]
economy : 2298977856, 129, 2, [938227, 374270]
economy : 6528656673, 184, 2, [842825, 960061]
economy : 4493973528, 70, 1, [381962, 772123]
first : 7485571111, 108, 10, [381962, 374270]
economy : 6530023826, 196, 6, [761672, 374270]
economy : 2663000678, 72, 3, [772123, 938227]
economy : 5927843256, 96, 1, [772123, 938227]
business : 3611821948, 52, 3, [938227, 534387]
business : 5311610970, 61, 1, [417311, 381962]
economy : 3935482815, 82, 1, [186761, 374270]
business : 6577683620, 193, 8, [381962, 960061]
business : 3473639739, 168, 10, [863529, 761672]
economy : 4057367020, 149, 1, [381962, 838640]
economy : 9551915992, 119, 3, [842825, 381962]
economy : 9038342134, 52, 0, [761672, 838640]
economy : 9936338738, 147, 7, [534387, 381962]
business : 7435810427, 162, 1, [534387, 863529]
business : 2146308143, 172, 1, [960061, 418344]
economy : 6441132342, 97, 1, [186761, 842825]
economy : 5456687535, 157, 1, [186761, 418344]
economy : 4583526635, 148, 2, [186761, 418344]
business : 5699158886, 135, 1, [761672, 842825]
economy : 3354431553, 115, 8, [374270, 842825]
economy : 2462352458, 103, 2, [842825, 761672]
economy : 7918219022, 146, 0, [772123, 534387]
economy : 3817679851, 165, 4, [186761, 761672]
business : 3879314500, 66, 4, [838640, 842825]
economy : 8289178314, 98, 2, [186761, 842825]
business : 2102736646, 103, 9, [761672, 938227]
economy : 1003931473, 52, 1, [838640, 381962]
economy : 8168533958, 98, 1, [960061, 772123]
economy : 4478651689, 162, 2, [534387, 938227]
first : 6070425928, 142, 1, [381962, 534387]
economy : 5987009966, 172, 1, [960061, 863529]
economy : 2640462858, 120, 8, [374270, 938227]
economy : 7988632769, 128, 1, [186761, 761672]
economy : 8419435120, 135, 2, [772123, 838640]
economy : 5492156197, 99, 0, [381962, 534387]
economy : 7715159628, 142, 5, [534387, 960061]
economy : 8666801846, 120, 0, [534387, 374270]
economy : 8966820845, 112, 4, [417311, 186761]
economy : 6211544478, 136, 5, [772123, 374270]
economy : 3961278693, 180, 10, [938227, 381962]
economy : 1833923478, 149, 7, [938227, 186761]
economy : 3168723592, 159, 3, [374270, 761672]
business : 8726671992, 150, 0, [772123, 838640]
economy : 2974924852, 101, 2, [960061, 761672]
economy : 3695565055, 77, 5, [534387, 186761]
economy : 7619602121, 57, 3, [938227, 863529]
economy : 9334897704, 90, 2, [374270, 761672]
business : 1857584133, 184, 4, [374270, 381962]
economy : 9296375024, 60, 0, [838640, 772123]
business : 5557605300, 81, 7, [960061, 418344]
economy : 3882592075, 156, 0, [186761, 863529]
business : 7484771509, 108, 0, [417311, 418344]
business : 3627263035, 183, 1, [381962, 863529]
economy : 2690196760, 159, 2, [381962, 186761]
business : 5858488734, 193, 5, [186761, 772123]
economy : 2447074930, 161, 2, [186761, 381962]
economy : 7941093776, 79, 0, [938227, 960061]
economy : 9752305481, 60, 3, [838640, 761672]
business : 1053800814, 134, 9, [381962, 761672]
economy : 9002647039, 149, 2, [838640, 772123]
economy : 5064236194, 136, 10, [374270, 838640]
economy : 2274057305, 131, 0, [838640, 960061]
economy : 2433991768, 55, 1, [772123, 863529]
business : 6392375938, 50, 1, [772123, 417311]
economy : 2729217469, 88, 1, [838640, 842825]
economy : 4877202306, 62, 2, [938227, 186761]
economy : 8291266069, 146, 1, [761672, 838640]
economy : 4455694948, 193, 1, [938227, 534387]
economy : 5732258245, 103, 1, [534387, 938227]
business : 9080614247, 136, 4, [417311, 186761]
economy : 4154074666, 59, 3, [418344, 534387]
economy : 8617083965, 44, 6, [838640, 938227]
economy : 9779000202, 184, 10, [374270, 960061]
economy : 9696737576, 131, 4, [534387, 374270]
business : 8894112399, 81, 7, [418344, 938227]
economy : 7859723041, 166, 0, [960061, 938227]
economy : 1281559005, 123, 2, [772123, 863529]
economy : 5100726398, 138, 1, [772123, 381962]
economy : 3844851244, 184, 1, [186761, 534387]
economy : 7548146232, 85, 2, [417311, 374270]
business : 4778668947, 97, 3, [417311, 418344]
economy : 4517598630, 104, 1, [863529, 842825]
business : 3998808515, 96, 0, [534387, 838640]
economy : 5906823297, 159, 5, [772123, 761672]
economy : 6091952397, 190, 1, [186761, 863529]
economy : 5756875947, 54, 0, [772123, 761672]
economy : 2409921816, 180, 1, [186761, 374270]
economy : 9639069892, 190, 6, [863529, 761672]
economy : 7962881569, 148, 3, [761672, 374270]
business : 9589376266, 192, 1, [838640, 381962]
economy : 4755316297, 125, 1, [534387, 938227]
economy : 1869762269, 194, 0, [374270, 838640]
business : 9808197134, 141, 2, [417311, 186761]
economy : 1301190917, 44, 9, [838640, 863529]
business : 4340312573, 149, 1, [186761, 838640]
economy : 6133491035, 40, 1, [863529, 186761]
economy : 6091664367, 51, 3, [838640, 186761]
economy : 3884852230, 97, 2, [186761, 761672]
business : 1917378832, 90, 0, [761672, 960061]
business : 6661693597, 158, 0, [772123, 960061]
business : 1520028614, 126, 2, [381962, 417311]
business : 4488503883, 192, 2, [534387, 381962]
economy : 1339331247, 80, 0, [938227, 374270]
economy : 8909390854, 188, 1, [960061, 534387]
economy : 4970258173, 62, 1, [863529, 761672]
economy : 6772205170, 131, 6, [374270, 842825]
economy : 1767020378, 109, 1, [374270, 381962]
economy : 8110193603, 125, 1, [938227, 761672]
economy : 9195411382, 146, 5, [938227, 381962]
business : 5278112983, 59, 1, [417311, 418344]
economy : 1491930508, 66, 0, [761672, 842825]
economy : 9477336705, 67, 7, [772123, 374270]
economy : 1759898332, 178, 2, [960061, 772123]
business : 3001544989, 162, 9, [960061, 418344]
economy : 7684531431, 126, 1, [381962, 863529]
economy : 6895591974, 140, 3, [418344, 938227]
business : 7947918156, 73, 1, [863529, 417311]
economy : 2555184052, 93, 2, [960061, 938227]
business : 4058771871, 173, 2, [381962, 772123]
economy : 2919595009, 93, 2, [534387, 772123]
business : 7220741232, 69, 3, [417311, 838640]
economy : 1260514923, 47, 1, [381962, 761672]
economy : 3202275325, 119, 3, [842825, 938227]
economy : 4469489124, 188, 2, [761672, 960061]
business : 2006383683, 64, 2, [534387, 374270]
economy : 5781341065, 89, 2, [417311, 772123]
business : 6420814235, 169, 2, [374270, 417311]
economy : 9911928376, 199, 0, [938227, 838640]
economy : 8180726082, 78, 4, [381962, 938227]
economy : 7335503863, 98, 2, [186761, 938227]
economy : 1357416705, 125, 9, [938227, 534387]
business : 2581511414, 63, 4, [842825, 418344]
business : 7816491582, 49, 2, [534387, 417311]
business : 4175513687, 42, 1, [381962, 417311]
economy : 3993175800, 99, 2, [761672, 842825]
economy : 9302394746, 124, 1, [186761, 374270]
business : 2707189030, 45, 1, [418344, 417311]
economy : 8546429175, 152, 2, [938227, 418344]
economy : 4386078289, 179, 2, [938227, 381962]
business : 4389642134, 168, 2, [772123, 381962]
business : 8115908585, 133, 1, [186761, 863529]
economy : 4930838934, 105, 3, [374270, 761672]
economy : 5788551275, 100, 0, [417311, 374270]
economy : 8533618434, 76, 1, [938227, 418344]
business : 8108591730, 97, 1, [418344, 186761]
first : 4743951979, 177, 0, [772123, 761672]
economy : 7993417993, 190, 1, [381962, 772123]
economy : 5432757100, 153, 2, [381962, 417311]
business : 8074791198, 78, 1, [772123, 938227]
business : 4076705951, 147, 3, [374270, 842825]
economy : 4565020660, 178, 8, [938227, 417311]
economy : 2589153506, 183, 2, [418344, 772123]
economy : 6532765316, 146, 2, [960061, 938227]
business : 9155963015, 159, 0, [863529, 418344]
economy : 1320112365, 99, 0, [381962, 938227]
economy : 1044851511, 104, 1, [772123, 838640]
economy : 7584604093, 180, 2, [838640, 863529]
economy : 4617598897, 102, 3, [960061, 761672]
economy : 9731250501, 198, 3, [186761, 374270]
economy : 3117579787, 89, 3, [863529, 761672]
business : 6725394242, 156, 1, [863529, 374270]
economy : 3778169076, 90, 2, [838640, 960061]
economy : 2543391534, 109, 2, [960061, 417311]
economy : 6277339289, 78, 1, [960061, 938227]
economy : 8336685173, 165, 0, [418344, 186761]
economy : 8488864106, 188, 2, [863529, 938227]
economy : 5415179604, 97, 4, [938227, 381962]
economy : 9347254563, 138, 0, [960061, 863529]
economy : 9232764742, 193, 1, [534387, 418344]
business : 2337506541, 62, 1, [186761, 534387]
economy : 6270281400, 186, 1, [842825, 381962]
business : 2721801978, 45, 0, [842825, 534387]
economy : 2591341815, 176, 1, [534387, 418344]
economy : 2727554277, 50, 8, [381962, 761672]
economy : 1663077594, 95, 5, [863529, 761672]
economy : 2762639110, 107, 2, [534387, 960061]
